2025-04-19 20:03:23.873 | INFO     | conftest:get_env:45 - --env的参数的值是test
2025-04-19 20:03:24.236 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'prodName': '真皮圆筒包'}
2025-04-19 20:03:24.377 | INFO     | tools.handle_requests:request_api:76 - ===============响应消息=====================
2025-04-19 20:03:24.377 | INFO     | tools.handle_requests:request_api:77 - 响应状态码：200
2025-04-19 20:03:24.377 | INFO     | tools.handle_requests:request_api:78 - 响应消息体：{"records":[{"prodId":5215,"pic":"http://shop.lemonban.com:8108/2025/04/6f1ff193f3e749b3b366c38df6ecf9c5.png","prodName":"真皮圆筒包","price":999.0,"prodCommNumber":0,"positiveRating":0.0,"praiseNumber":0}],"total":1,"size":10,"current":1,"orders":[],"optimizeCountSql":true,"hitCount":false,"countId":null,"maxLimit":null,"searchCount":true,"pages":1}
2025-04-19 20:03:24.377 | INFO     | tools.handle_extract:extrac_response:34 - ===================开始提取响应数据=========================
2025-04-19 20:03:24.378 | INFO     | tools.handle_extract:extrac_response:36 - 提取响应结果的表达式是：{'prodId': '$..prodId'}
2025-04-19 20:03:24.378 | INFO     | tools.handle_extract:extrac_response:43 - 提取的数据值是：5215
2025-04-19 20:03:24.378 | INFO     | tools.handle_extract:extrac_response:45 - 提取并存储到环境变量的类属性：{'__module__': 'data.envr_data', '__dict__': <attribute '__dict__' of 'EnviData' objects>, '__weakref__': <attribute '__weakref__' of 'EnviData' objects>, '__doc__': None, 'access_token': '3eff7032-b3a3-4934-a766-c341b933065c', 'token_type': 'bearer', 'prodId': 5215}
2025-04-19 20:03:24.379 | INFO     | tools.handle_resp_assert:response_assert:30 - ================开始做响应结果断言=============================
2025-04-19 20:03:24.379 | INFO     | tools.handle_resp_assert:response_assert:32 - 这条用例不需要做断言！
2025-04-19 20:03:24.395 | INFO     | conftest:get_env:45 - --env的参数的值是test
2025-04-19 20:03:24.396 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-04-19 20:03:24.396 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:24.396 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：http://shop.lemonban.com:8107/prod/prodInfo
2025-04-19 20:03:24.397 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-04-19 20:03:24.397 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"prodId":#prodId#}
2025-04-19 20:03:24.397 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['prodId']
2025-04-19 20:03:24.397 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"prodId":5215}
2025-04-19 20:03:24.397 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-04-19 20:03:24.397 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-04-19 20:03:24.397 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：GET
2025-04-19 20:03:24.397 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：http://shop.lemonban.com:8107/prod/prodInfo
2025-04-19 20:03:24.398 | INFO     | tools.handle_requests:request_api:53 - 请求头是：：None
2025-04-19 20:03:24.398 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'prodId': 5215}
2025-04-19 20:03:24.485 | INFO     | tools.handle_requests:request_api:76 - ===============响应消息=====================
2025-04-19 20:03:24.486 | INFO     | tools.handle_requests:request_api:77 - 响应状态码：200
2025-04-19 20:03:24.486 | INFO     | tools.handle_requests:request_api:78 - 响应消息体：{"shopId":1,"shopName":null,"prodId":5215,"prodName":"真皮圆筒包","price":999.0,"content":"<p>真皮圆筒包</p>","oriPrice":999.0,"waterSoldNum":0,"totalStocks":9998269,"brief":"真皮圆筒包","video":"","pic":"http://shop.lemonban.com:8108/2025/04/6f1ff193f3e749b3b366c38df6ecf9c5.png","imgs":"http://shop.lemonban.com:8108/2025/04/6f1ff193f3e749b3b366c38df6ecf9c5.png","categoryId":132,"prodType":0,"scorePrice":null,"liveRoomParams":[],"skuList":[{"skuId":12655,"price":999.0,"oriPrice":999.0,"stocks":9998169,"skuName":"","skuScore":1,"pic":null,"properties":""}],"groupActivityId":0,"activityPrice":null,"startDeliveryFee":null,"deliveryModeVO":{"hasUserPickUp":false,"hasShopDelivery":true,"hasCityDelivery":false},"preSellStatus":0,"preSellTime":null}
2025-04-19 20:03:24.486 | INFO     | tools.handle_extract:extrac_response:34 - ===================开始提取响应数据=========================
2025-04-19 20:03:24.486 | INFO     | tools.handle_extract:extrac_response:36 - 提取响应结果的表达式是：{'skuId': '$..skuId'}
2025-04-19 20:03:24.487 | INFO     | tools.handle_extract:extrac_response:43 - 提取的数据值是：12655
2025-04-19 20:03:24.487 | INFO     | tools.handle_extract:extrac_response:45 - 提取并存储到环境变量的类属性：{'__module__': 'data.envr_data', '__dict__': <attribute '__dict__' of 'EnviData' objects>, '__weakref__': <attribute '__weakref__' of 'EnviData' objects>, '__doc__': None, 'access_token': '3eff7032-b3a3-4934-a766-c341b933065c', 'token_type': 'bearer', 'prodId': 5215, 'skuId': 12655}
2025-04-19 20:03:24.487 | INFO     | tools.handle_resp_assert:response_assert:30 - ================开始做响应结果断言=============================
2025-04-19 20:03:24.488 | INFO     | tools.handle_resp_assert:response_assert:32 - 这条用例不需要做断言！
2025-04-19 20:03:24.501 | INFO     | conftest:get_env:45 - --env的参数的值是test
2025-04-19 20:03:24.502 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-04-19 20:03:24.502 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:24.503 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：http://shop.lemonban.com:8107/p/shopCart/changeItem
2025-04-19 20:03:24.503 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-04-19 20:03:24.503 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"basketId": 0, "count": 1, "prodId": #prodId#, "shopId": 1, "skuId": #skuId#}
2025-04-19 20:03:24.503 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['prodId', 'skuId']
2025-04-19 20:03:24.503 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"basketId": 0, "count": 1, "prodId": 5215, "shopId": 1, "skuId": 12655}
2025-04-19 20:03:24.503 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-04-19 20:03:24.504 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "#token_type##access_token#"}
2025-04-19 20:03:24.504 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['token_type', 'access_token']
2025-04-19 20:03:24.504 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "bearer3eff7032-b3a3-4934-a766-c341b933065c"}
2025-04-19 20:03:24.504 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-04-19 20:03:24.504 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：POST
2025-04-19 20:03:24.504 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：http://shop.lemonban.com:8107/p/shopCart/changeItem
2025-04-19 20:03:24.505 | INFO     | tools.handle_requests:request_api:53 - 请求头是：：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer3eff7032-b3a3-4934-a766-c341b933065c'}
2025-04-19 20:03:24.505 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'basketId': 0, 'count': 1, 'prodId': 5215, 'shopId': 1, 'skuId': 12655}
2025-04-19 20:03:24.615 | INFO     | tools.handle_requests:request_api:76 - ===============响应消息=====================
2025-04-19 20:03:24.616 | INFO     | tools.handle_requests:request_api:77 - 响应状态码：200
2025-04-19 20:03:24.616 | INFO     | tools.handle_requests:request_api:78 - 响应消息体：添加成功
2025-04-19 20:03:24.616 | INFO     | tools.handle_extract:extrac_response:32 - 这条用例没有需要提取响应的数据！
2025-04-19 20:03:24.616 | INFO     | tools.handle_resp_assert:response_assert:30 - ================开始做响应结果断言=============================
2025-04-19 20:03:24.616 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:24.616 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"text":"添加成功"}
2025-04-19 20:03:24.617 | INFO     | tools.handle_resp_assert:response_assert:38 - 期望结果表达式：{'text': '添加成功'}
2025-04-19 20:03:24.617 | INFO     | tools.handle_resp_assert:response_assert:52 - 执行结果是添加成功
2025-04-19 20:03:24.617 | INFO     | tools.handle_resp_assert:response_assert:53 - 预期结果是添加成功
2025-04-19 20:03:24.617 | INFO     | tools.handle_resp_assert:response_assert:56 - 断言通过！
2025-04-19 20:03:24.622 | INFO     | conftest:get_env:45 - --env的参数的值是test
2025-04-19 20:03:24.623 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-04-19 20:03:24.623 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:24.623 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：http://shop.lemonban.com:8107/p/shopCart/changeItem
2025-04-19 20:03:24.624 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-04-19 20:03:24.624 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"basketId": 0, "count": 5, "prodId": #prodId#, "shopId": 1, "skuId": #skuId#}
2025-04-19 20:03:24.624 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['prodId', 'skuId']
2025-04-19 20:03:24.624 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"basketId": 0, "count": 5, "prodId": 5215, "shopId": 1, "skuId": 12655}
2025-04-19 20:03:24.624 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-04-19 20:03:24.624 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "#token_type##access_token#"}
2025-04-19 20:03:24.625 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['token_type', 'access_token']
2025-04-19 20:03:24.625 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "bearer3eff7032-b3a3-4934-a766-c341b933065c"}
2025-04-19 20:03:24.625 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-04-19 20:03:24.625 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：POST
2025-04-19 20:03:24.626 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：http://shop.lemonban.com:8107/p/shopCart/changeItem
2025-04-19 20:03:24.626 | INFO     | tools.handle_requests:request_api:53 - 请求头是：：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer3eff7032-b3a3-4934-a766-c341b933065c'}
2025-04-19 20:03:24.626 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'basketId': 0, 'count': 5, 'prodId': 5215, 'shopId': 1, 'skuId': 12655}
2025-04-19 20:03:24.726 | INFO     | tools.handle_requests:request_api:76 - ===============响应消息=====================
2025-04-19 20:03:24.726 | INFO     | tools.handle_requests:request_api:77 - 响应状态码：200
2025-04-19 20:03:24.726 | INFO     | tools.handle_requests:request_api:78 - 响应消息体：
2025-04-19 20:03:24.727 | INFO     | tools.handle_extract:extrac_response:32 - 这条用例没有需要提取响应的数据！
2025-04-19 20:03:24.727 | INFO     | tools.handle_resp_assert:response_assert:30 - ================开始做响应结果断言=============================
2025-04-19 20:03:24.727 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:24.727 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"text":"添加成功"}
2025-04-19 20:03:24.728 | INFO     | tools.handle_resp_assert:response_assert:38 - 期望结果表达式：{'text': '添加成功'}
2025-04-19 20:03:24.728 | INFO     | tools.handle_resp_assert:response_assert:52 - 执行结果是
2025-04-19 20:03:24.728 | INFO     | tools.handle_resp_assert:response_assert:53 - 预期结果是添加成功
2025-04-19 20:03:24.728 | ERROR    | tools.handle_resp_assert:response_assert:58 - 断言失败！
2025-04-19 20:03:25.003 | INFO     | conftest:get_env:45 - --env的参数的值是test
2025-04-19 20:03:25.004 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-04-19 20:03:25.004 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:25.004 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：http://shop.lemonban.com:8107/p/shopCart/changeItem
2025-04-19 20:03:25.004 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-04-19 20:03:25.004 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"basketId": 0, "count": 0, "prodId": #prodId#, "shopId": 1, "skuId": #skuId#}
2025-04-19 20:03:25.005 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['prodId', 'skuId']
2025-04-19 20:03:25.005 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"basketId": 0, "count": 0, "prodId": 5215, "shopId": 1, "skuId": 12655}
2025-04-19 20:03:25.005 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-04-19 20:03:25.005 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "#token_type##access_token#"}
2025-04-19 20:03:25.005 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['token_type', 'access_token']
2025-04-19 20:03:25.005 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "bearer3eff7032-b3a3-4934-a766-c341b933065c"}
2025-04-19 20:03:25.005 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-04-19 20:03:25.006 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：POST
2025-04-19 20:03:25.006 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：http://shop.lemonban.com:8107/p/shopCart/changeItem
2025-04-19 20:03:25.006 | INFO     | tools.handle_requests:request_api:53 - 请求头是：：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer3eff7032-b3a3-4934-a766-c341b933065c'}
2025-04-19 20:03:25.006 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'basketId': 0, 'count': 0, 'prodId': 5215, 'shopId': 1, 'skuId': 12655}
2025-04-19 20:03:25.091 | INFO     | tools.handle_requests:request_api:76 - ===============响应消息=====================
2025-04-19 20:03:25.091 | INFO     | tools.handle_requests:request_api:77 - 响应状态码：400
2025-04-19 20:03:25.091 | INFO     | tools.handle_requests:request_api:78 - 响应消息体：输入更改数量
2025-04-19 20:03:25.092 | INFO     | tools.handle_extract:extrac_response:32 - 这条用例没有需要提取响应的数据！
2025-04-19 20:03:25.092 | INFO     | tools.handle_resp_assert:response_assert:30 - ================开始做响应结果断言=============================
2025-04-19 20:03:25.092 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:25.092 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"text":"输入更改数量"}
2025-04-19 20:03:25.093 | INFO     | tools.handle_resp_assert:response_assert:38 - 期望结果表达式：{'text': '输入更改数量'}
2025-04-19 20:03:25.093 | INFO     | tools.handle_resp_assert:response_assert:52 - 执行结果是输入更改数量
2025-04-19 20:03:25.093 | INFO     | tools.handle_resp_assert:response_assert:53 - 预期结果是输入更改数量
2025-04-19 20:03:25.093 | INFO     | tools.handle_resp_assert:response_assert:56 - 断言通过！
2025-04-19 20:03:25.098 | INFO     | conftest:get_env:45 - --env的参数的值是test
2025-04-19 20:03:25.099 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-04-19 20:03:25.099 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:25.099 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：http://shop.lemonban.com:8107/p/shopCart/changeItem
2025-04-19 20:03:25.100 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-04-19 20:03:25.100 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"basketId": 0, "count": "a", "prodId": #prodId#, "shopId": 1, "skuId": #skuId#}
2025-04-19 20:03:25.100 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['prodId', 'skuId']
2025-04-19 20:03:25.100 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"basketId": 0, "count": "a", "prodId": 5215, "shopId": 1, "skuId": 12655}
2025-04-19 20:03:25.101 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-04-19 20:03:25.101 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "#token_type##access_token#"}
2025-04-19 20:03:25.101 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['token_type', 'access_token']
2025-04-19 20:03:25.105 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "bearer3eff7032-b3a3-4934-a766-c341b933065c"}
2025-04-19 20:03:25.105 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-04-19 20:03:25.106 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：POST
2025-04-19 20:03:25.106 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：http://shop.lemonban.com:8107/p/shopCart/changeItem
2025-04-19 20:03:25.106 | INFO     | tools.handle_requests:request_api:53 - 请求头是：：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer3eff7032-b3a3-4934-a766-c341b933065c'}
2025-04-19 20:03:25.106 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'basketId': 0, 'count': 'a', 'prodId': 5215, 'shopId': 1, 'skuId': 12655}
2025-04-19 20:03:25.172 | INFO     | tools.handle_requests:request_api:76 - ===============响应消息=====================
2025-04-19 20:03:25.172 | INFO     | tools.handle_requests:request_api:77 - 响应状态码：400
2025-04-19 20:03:25.172 | INFO     | tools.handle_requests:request_api:78 - 响应消息体：{"timestamp":"2025-04-19 20:03:24","status":400,"error":"Bad Request","message":"","path":"/p/shopCart/changeItem"}
2025-04-19 20:03:25.172 | INFO     | tools.handle_extract:extrac_response:32 - 这条用例没有需要提取响应的数据！
2025-04-19 20:03:25.173 | INFO     | tools.handle_resp_assert:response_assert:30 - ================开始做响应结果断言=============================
2025-04-19 20:03:25.173 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:25.173 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"text":"请输入正确的数量"}
2025-04-19 20:03:25.173 | INFO     | tools.handle_resp_assert:response_assert:38 - 期望结果表达式：{'text': '请输入正确的数量'}
2025-04-19 20:03:25.174 | INFO     | tools.handle_resp_assert:response_assert:52 - 执行结果是{"timestamp":"2025-04-19 20:03:24","status":400,"error":"Bad Request","message":"","path":"/p/shopCart/changeItem"}
2025-04-19 20:03:25.174 | INFO     | tools.handle_resp_assert:response_assert:53 - 预期结果是请输入正确的数量
2025-04-19 20:03:25.174 | ERROR    | tools.handle_resp_assert:response_assert:58 - 断言失败！
2025-04-19 20:03:25.184 | INFO     | conftest:get_env:45 - --env的参数的值是test
2025-04-19 20:03:25.185 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-04-19 20:03:25.185 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:25.185 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：http://shop.lemonban.com:8107/login
2025-04-19 20:03:25.185 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:25.186 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"principal": "lemon_py", "credentials": "12345678", "appType": 3, "loginType":0}
2025-04-19 20:03:25.186 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-04-19 20:03:25.186 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"Content-Type":"application/json","Accept-Language":"zh"}
2025-04-19 20:03:25.186 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-04-19 20:03:25.186 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：POST
2025-04-19 20:03:25.186 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：http://shop.lemonban.com:8107/login
2025-04-19 20:03:25.186 | INFO     | tools.handle_requests:request_api:53 - 请求头是：：{'Content-Type': 'application/json', 'Accept-Language': 'zh'}
2025-04-19 20:03:25.187 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'principal': 'lemon_py', 'credentials': '12345678', 'appType': 3, 'loginType': 0}
2025-04-19 20:03:25.405 | INFO     | tools.handle_requests:request_api:76 - ===============响应消息=====================
