2025-12-02 17:37:52.990 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:53.612 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/auth/login
2025-12-02 17:37:53.612 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Content-Type': 'application/json'}
2025-12-02 17:37:53.612 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'login_id': 'test101@qq.com', 'password': 'zxj123456', 'login_type': 5, 'source': 'Timekettle'}
2025-12-02 17:37:53.870 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:53.870 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:53.871 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:53.871 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：https://test-api-jp.timekettle.co/apis/markov/user/mediate/routes?userId=#userId#&deviceType=Android&area=CN
2025-12-02 17:37:53.871 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['userId']
2025-12-02 17:37:53.871 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/markov/user/mediate/routes?userId=#userId#&deviceType=Android&area=CN
2025-12-02 17:37:53.871 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:53.871 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:53.871 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8","Content-Type":"application/json"}
2025-12-02 17:37:53.871 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['Authorization']
2025-12-02 17:37:53.871 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8","Content-Type":"application/json"}
2025-12-02 17:37:53.871 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-12-02 17:37:53.871 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：get
2025-12-02 17:37:53.871 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/markov/user/mediate/routes?userId=#userId#&deviceType=Android&area=CN
2025-12-02 17:37:53.871 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Authorization': 'Bearer #Authorization#', 'Platform-Type': '0', 'App-Version': '3.4.8', 'Content-Type': 'application/json'}
2025-12-02 17:37:53.871 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：None
2025-12-02 17:37:54.049 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:54.050 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:54.050 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:54.050 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：https://test-api-jp.timekettle.co/apis/markov/user/pollInfo/get?userId=#userId#
2025-12-02 17:37:54.050 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['userId']
2025-12-02 17:37:54.050 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/markov/user/pollInfo/get?userId=#userId#
2025-12-02 17:37:54.051 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:54.051 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:54.051 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:54.051 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['Authorization']
2025-12-02 17:37:54.051 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:54.051 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-12-02 17:37:54.051 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：get
2025-12-02 17:37:54.051 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/markov/user/pollInfo/get?userId=#userId#
2025-12-02 17:37:54.051 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Authorization': 'Bearer #Authorization#', 'Platform-Type': '0', 'App-Version': '3.4.8'}
2025-12-02 17:37:54.051 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：None
2025-12-02 17:37:54.286 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:54.287 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:54.287 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-12-02 17:37:54.287 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/app/consents
2025-12-02 17:37:54.287 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-12-02 17:37:54.288 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"action_time":"2025-12-02T16:09:42+08:00","consent_action":"granted","consents":[{"consent_type":"User_Agreement","version":"V1.0"},{"consent_type":"Privacy_Policy","version":"V1.0"},{"consent_type":"Data_Process","version":"V1.0"}]}
2025-12-02 17:37:54.288 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:54.288 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8","Content-Type":"application/json"}
2025-12-02 17:37:54.288 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['Authorization']
2025-12-02 17:37:54.288 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8","Content-Type":"application/json"}
2025-12-02 17:37:54.289 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-12-02 17:37:54.289 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：post
2025-12-02 17:37:54.289 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/app/consents
2025-12-02 17:37:54.289 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Authorization': 'Bearer #Authorization#', 'Platform-Type': '0', 'App-Version': '3.4.8', 'Content-Type': 'application/json'}
2025-12-02 17:37:54.289 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'action_time': '2025-12-02T16:09:42+08:00', 'consent_action': 'granted', 'consents': [{'consent_type': 'User_Agreement', 'version': 'V1.0'}, {'consent_type': 'Privacy_Policy', 'version': 'V1.0'}, {'consent_type': 'Data_Process', 'version': 'V1.0'}]}
2025-12-02 17:37:54.499 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:54.499 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:54.499 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-12-02 17:37:54.501 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/markov/user/config/getConfigs
2025-12-02 17:37:54.501 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:54.501 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:54.501 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:54.501 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['Authorization']
2025-12-02 17:37:54.501 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:54.501 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-12-02 17:37:54.501 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：get
2025-12-02 17:37:54.501 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/markov/user/config/getConfigs
2025-12-02 17:37:54.501 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Authorization': 'Bearer #Authorization#', 'Platform-Type': '0', 'App-Version': '3.4.8'}
2025-12-02 17:37:54.501 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：None
2025-12-02 17:37:54.768 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:54.768 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:54.769 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:54.769 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：https://test-api-jp.timekettle.co/apis/markov/user/customTerm/listByUserId?userId=#userId#
2025-12-02 17:37:54.769 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['userId']
2025-12-02 17:37:54.769 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/markov/user/customTerm/listByUserId?userId=#userId#
2025-12-02 17:37:54.769 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:54.769 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:54.769 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:54.769 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['Authorization']
2025-12-02 17:37:54.769 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:54.769 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-12-02 17:37:54.769 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：get
2025-12-02 17:37:54.769 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/markov/user/customTerm/listByUserId?userId=#userId#
2025-12-02 17:37:54.769 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Authorization': 'Bearer #Authorization#', 'Platform-Type': '0', 'App-Version': '3.4.8'}
2025-12-02 17:37:54.769 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：None
2025-12-02 17:37:55.019 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:55.020 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:55.020 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:55.020 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：https://test-api-jp.timekettle.co/apis/markov/user/userDevice/getByUserId?userId=#userId#
2025-12-02 17:37:55.020 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['userId']
2025-12-02 17:37:55.020 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/markov/user/userDevice/getByUserId?userId=#userId#
2025-12-02 17:37:55.020 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:55.020 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:55.020 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:55.020 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['Authorization']
2025-12-02 17:37:55.021 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:55.021 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-12-02 17:37:55.021 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：get
2025-12-02 17:37:55.021 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/markov/user/userDevice/getByUserId?userId=#userId#
2025-12-02 17:37:55.021 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Authorization': 'Bearer #Authorization#', 'Platform-Type': '0', 'App-Version': '3.4.8'}
2025-12-02 17:37:55.022 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：None
2025-12-02 17:37:55.236 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:55.237 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:55.237 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:55.237 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：https://test-api-jp.timekettle.co/apis/markov/user/noviceVillage/getStatus?userId=#userId#&product=004
2025-12-02 17:37:55.237 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['userId']
2025-12-02 17:37:55.237 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/markov/user/noviceVillage/getStatus?userId=#userId#&product=004
2025-12-02 17:37:55.237 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:55.238 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:55.238 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:55.238 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['Authorization']
2025-12-02 17:37:55.238 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:55.238 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-12-02 17:37:55.238 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：get
2025-12-02 17:37:55.238 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/markov/user/noviceVillage/getStatus?userId=#userId#&product=004
2025-12-02 17:37:55.238 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Authorization': 'Bearer #Authorization#', 'Platform-Type': '0', 'App-Version': '3.4.8'}
2025-12-02 17:37:55.238 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：None
2025-12-02 17:37:55.492 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:55.492 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:55.492 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:55.492 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：https://test-api-jp.timekettle.co/apis/markov/user/userInfo/competency?userId=#userId#
2025-12-02 17:37:55.492 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['userId']
2025-12-02 17:37:55.492 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/markov/user/userInfo/competency?userId=#userId#
2025-12-02 17:37:55.493 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:55.493 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:55.493 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:55.493 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['Authorization']
2025-12-02 17:37:55.493 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8"}
2025-12-02 17:37:55.493 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-12-02 17:37:55.493 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：get
2025-12-02 17:37:55.493 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/markov/user/userInfo/competency?userId=#userId#
2025-12-02 17:37:55.493 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Authorization': 'Bearer #Authorization#', 'Platform-Type': '0', 'App-Version': '3.4.8'}
2025-12-02 17:37:55.493 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：None
2025-12-02 17:37:55.733 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:55.734 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:55.734 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-12-02 17:37:55.734 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/markov/user/notify/dfu
2025-12-02 17:37:55.734 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-12-02 17:37:55.734 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"product":"005","appPlatform":"Android","appVersion":"3.4.8","version":"0.0.0"}
2025-12-02 17:37:55.734 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:55.735 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8","Content-Type":"application/json"}
2025-12-02 17:37:55.735 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['Authorization']
2025-12-02 17:37:55.735 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8","Content-Type":"application/json"}
2025-12-02 17:37:55.735 | INFO     | tools.handle_requests:request_api:50 - =====================请求消息=======================
2025-12-02 17:37:55.735 | INFO     | tools.handle_requests:request_api:51 - 请求方法是：post
2025-12-02 17:37:55.735 | INFO     | tools.handle_requests:request_api:52 - 请求地址是：https://test-api-jp.timekettle.co/apis/markov/user/notify/dfu
2025-12-02 17:37:55.735 | INFO     | tools.handle_requests:request_api:53 - 请求头是:{'Authorization': 'Bearer #Authorization#', 'Platform-Type': '0', 'App-Version': '3.4.8', 'Content-Type': 'application/json'}
2025-12-02 17:37:55.735 | INFO     | tools.handle_requests:request_api:54 - 请求参数是：{'product': '005', 'appPlatform': 'Android', 'appVersion': '3.4.8', 'version': '0.0.0'}
2025-12-02 17:37:55.912 | INFO     | conftest:get_env:45 - --env的参数的值是dev
2025-12-02 17:37:55.913 | INFO     | tools.handle_replace:replace_mark_fun:25 - 数据为空，不需要替换！
2025-12-02 17:37:55.913 | INFO     | tools.handle_replace:replace_mark_fun:48 - 要替换的占位符为空：[],不需要做替换操作！
2025-12-02 17:37:55.913 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：https://test-api-jp.timekettle.co/apis/markov/user/userLogin/save
2025-12-02 17:37:55.913 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:55.913 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是：{"appName":"时空壶","appVersion":"3.4.8","bitAbi":"arm64-v8a","deiceSystemVersion":"15","deviceBrand":"vivo","deviceBuildId":"12705670","deviceBundleId":"com.translation666","deviceCarrier":"","deviceId":"PD2241","deviceLocaleCode":"zh_CN","deviceName":"V2241A","deviceOs":"android","deviceSystemName":"Android","deviceTotalDiskCapacity":236829245440,"deviceTotalMemory":7684182016,"deviceUniqueId":"2bd39c4139dc83f41bb3053d805fd0e49","geo":"{\"city\":\"Dallas\",\"country\":\"United States\",\"countryCode\":\"US\",\"lat\":32.7767,\"lon\":-96.797,\"mobile\":false,\"proxy\":false,\"query\":\"154.206.16.253\",\"region\":\"TX\",\"regionName\":\"Texas\",\"status\":\"success\",\"timezone\":\"America/Chicago\",\"zip\":\"75270\"}","model":"V2241A","userId":#userId#}
2025-12-02 17:37:55.913 | INFO     | tools.handle_replace:replace_mark_fun:31 - 需要替换的占位符有：['userId']
2025-12-02 17:37:55.913 | INFO     | tools.handle_replace:replace_mark_fun:49 - 替换完成之后的字符串是：{"appName":"时空壶","appVersion":"3.4.8","bitAbi":"arm64-v8a","deiceSystemVersion":"15","deviceBrand":"vivo","deviceBuildId":"12705670","deviceBundleId":"com.translation666","deviceCarrier":"","deviceId":"PD2241","deviceLocaleCode":"zh_CN","deviceName":"V2241A","deviceOs":"android","deviceSystemName":"Android","deviceTotalDiskCapacity":236829245440,"deviceTotalMemory":7684182016,"deviceUniqueId":"2bd39c4139dc83f41bb3053d805fd0e49","geo":"{\"city\":\"Dallas\",\"country\":\"United States\",\"countryCode\":\"US\",\"lat\":32.7767,\"lon\":-96.797,\"mobile\":false,\"proxy\":false,\"query\":\"154.206.16.253\",\"region\":\"TX\",\"regionName\":\"Texas\",\"status\":\"success\",\"timezone\":\"America/Chicago\",\"zip\":\"75270\"}","model":"V2241A","userId":#userId#}
2025-12-02 17:37:55.913 | INFO     | tools.handle_replace:replace_mark_fun:29 - ===================开始替换数据=========================
2025-12-02 17:37:55.913 | INFO     | tools.handle_replace:replace_mark_fun:30 - 原始字符串是： {"Authorization":"Bearer #Authorization#","Platform-Type":"0","App-Version":"3.4.8","Content-Type":"application/json"}
